r,g,b,RGB,Spanish,EN_ES,Russian,EN_RU,German,EN_DE,French,EN_FR,Chinese,EN_ZH,Italian,EN_IT,Korean,EN_KO,Japanese,EN_JA,name,short_name,med_name,cx,cy
43,189,98,4318998,verde,Green,зеленый,Green,grün,Green,vert,Green,緑,Green,verde,Green,녹색,Green,緑,Green,Medium Sea Green,Mint,Forest Green,204.4900562,388.1342515
43,214,69,4321469,verde,Green,Зелёный,Green,hellgrün,Lime,vert,Green,军绿色,Army Green,vede,Seaweed Green,밝은녹색,Bright green,緑,Green,Springtime Green,Lime,Spring Green,207.857382,420.3134768
43,253,86,4325386,verde,Green,изумрудный,Emerald,mintgrün,Mint Green,vert,Green,绿色,Green,verde,Green,연두색,Green,薄緑,Light green,Electric Green,Green,Bright Green,155.7014767,477.5310255
44,105,54,4410554,verde oscuro,Dark Green,зеленый,Green,förstergrün,Green Ranger,vert,Green,绿,Green,verde scuro,Dark Green,녹색,Green,緑,Green,Dark Faded Green,Green,Forest Green,275.046559,327.5519608
44,124,21,4412421,verde,Green,зеленый,Green,grün,Green,vert,Green,綠色,Green,verde,Green,녹색,Green,緑,Green,Gate House Green,Green,Into The Wild,288.9787219,365.7194506
44,13,231,4413231,azul,Blue,синий,Blue,königsblau,Royal Blue,bleu,Blue,藍色,Blue,blu,Blue,푸른,Blue,青,Blue,Bathwater Blue,Blue,Bright Blue,237.2749816,118.7724292
44,176,55,4417655,VERDE PASTO,Green Grass,зелень,- Greens,Grün,Green,vert,Green,綠色,Green,verde,Green,녹색,Green,緑,Green,Green Grass Green,Green,Regular Green,246.9223318,379.4972966
44,236,77,4423677,VERDE MANZANA,Green Apple,Зеленый,Green,grün,Green,vert,Green,綠色,Green,verde,Green,초록색,Green,みどり,Green,Electric Green,Green,Bright Green,190.5573181,448.7018715
44,30,130,4430130,azul oscuro,Dark Blue,синий,Blue,blau,Blue,bleu,Blue,藍色,Blue,blu,Blue-Green,푸른,Blue,青,Blue,Blackened Blue,Blue,Ocean Blue,273.950577,192.2816205
44,38,130,4438130,violeta,Violet,Синий,Blue,Blau,Blue,bleu nuit clair tire sur mauve,Blue Night Light Purple Shoots,墨藍色,Ink Blue,blu,Blue,어두운 파랑,Dark blue,ダーク青色,Dark blue,Nearly Navy Blue,Blue,Evening Blue,279.697046,193.4084465
44,42,188,4442188,azul,Blue,синий,Blue,kobalt,Cobalt,bleu,Blue,蓝色,Blue,blu notte,Blue,청색,Blue,青,Blue,Bright Medium Blue,Blue,Bright Blue,248.7991583,167.2371916
45,16,117,4516117,azul,Blue,синий,Blue,blau,Blue,bleu,Blue,蓝色,Blue,blu scuro,Purple,파란색,Blue,青,Blue,Deep Violet Blue,Denim,Dark Blue Sea,297.1386311,213.99432
45,16,120,4516120,azul oscuro,Dark Blue,темно-синий,Dark Blue,dunkelblau,Dark Blue,bleu,Blue,青色,Blue,blu,Blue,파랑색,Blue,ダークスレートブルー,Dark Slate Blue,Dark Purple Blue,Denim,Denim,289.6047339,205.0606771
45,189,58,4518958,verde claro,Light Green,зелёный,Green,grün,Green,vert,Green,绿色,Green,verde,Green,녹색,Green,緑色,Green,Kermit The Frog Green,Green,Bright Green,237.2546527,397.0325685
45,228,92,4522892,verde,Green,салатовый,Green,hellgrün,Lime,vert,Green,孔雀石綠,Malachite Green,verde,Green,초록색,Green,明るい草原色,Grassland bright colors,Vibrant Light Green,Mint,Bright Green,176.1312281,434.6621312
45,235,18,4523518,verde brillante,Bright Green,салатовый,Green,Grün,Green,vert fluo,Fluorescent Green,绿,Green,verde brillante,Bright Green,밝은 녹색,Bright green,黄緑,Yellow-green,Highlighter Green,Green,Treetop Green,235.0396585,476.4079661
46,103,86,4610386,verde pastel,Pastel Green,морской волны,Navy,dunkel waldgrün,Dark Forest Green,vert,Green,灰蓝色,Gray And Blue,verde,Green,진한초록색,Dark green,深緑,Dark green,Dark Forest Green,Green,Green,252.8810023,299.6878318
46,143,44,4614344,verde,Green,трава,Grass,grasgrün,Grass Green,vert,Green,綠色,Green,verde,Green,초록색,Green,緑,Green,Seriously Green,Green,Grass Green,256.9885486,361.4972572
46,17,106,4617106,violeta,Violet,темно-синий,Dark Blue,lila,Purple,bleu,Blue,深蓝色,Navy Blue,Viola,Navy Blue,보라색,Purple,紫,Purple,Patriotic Blue,Blue,Navy Blue,302.9594442,218.1542666
46,182,25,4618225,color verde,Green,зеленый,Green,Grün,Green,vert,Green,薄緑,Thin Green,Verde,Green,녹색,Green,深い草原色,Grassland deep color,Semi Dark Green,Green,Extreme Green,268.439402,400.9235461
46,194,17,4619417,verde,Green,зеленый,Green,grün,Green,vert,Green,绿,Green,verde,Green,녹색,Green,ライムグリーン,Lime green,Bright Grass Green,Lime,Bright Green,266.8078529,413.2541849
46,52,173,4652173,azul,Blue,Синий,Blue,ultramarin,Ultramarine,bleu,Blue,青蓝,Blue,blu,Blue,파랑,Blue,青,Blue,Bright Dark Blue,Blue,Blue Purple,244.6958528,189.8243031
46,87,103,4687103,azul petroleo,Blue Oil,синий,Blue,stahlblau,Steel Blue,bleu grisé,Blue Shaded,藍色,Blue,verde,Green,푸른색,Blue,青,Blue,Dark Teal-Blue,Navy,Gentian Blue,250.9805854,259.0601906
46,90,116,4690116,AZUL PETROLEO,Oil Blue,темно-синий,Dark Blue,blau,Blue,bleu,Blue,深藍色,Navy Blue,blu,Blue,청색,Blue,青色,Blue,Dark Dark Blue,Blue,Dark Turqoise,242.518376,249.9127484
46,92,175,4692175,AZUL,Blue,синий,Blue,hellblau,Light Blue,BLEU,Blue,深蓝色,Navy Blue,blu,Blue,파란색,Blue,青い,Blue,Dark Electric Blue,Blue,Bright Blue,204.1962752,190.0765286
47,120,31,4712031,verde oscuro,Dark Green,Темный весенне-зеленый,Dark-Green Spring,grasgrün,Grass Green,vert,Green,绿色,Green,verde oliva,Green,녹색,Green,緑,Green,Golf Course Green,Green,Forest Green,290.9902845,351.3076138
47,160,90,4716090,verde pasto humedo,Wet Green Grass,тнмно-зеленый,Tnmno Green,gedecktes Mittelgrün,Medium Green Roofed,vert,Green,綠色,Green,verde,Green,녹색,Green,緑,Green,Air Freshener Green,Green,Summer Green,226.5551412,360.3836004
47,238,66,4723866,verde claro,Light Green,зеленый,Green,grün,Green,vert,Green,綠色,Green,Ganja,Green,녹색,Green,緑,Green,Lightning Lime,Green,Electric Green,202.6109642,463.9528447
47,244,10,4724410,verde neon,Neon Green,салатовый,Green,leuchtendes grün,Bright Green,vert pomme fluo,Apple Green Fluorescent,石灰,Lime,verde,Grass Green,네온연두색,Neon green,ネオングリーン,Neon green,Bright Lime Green,Green,Bright Green,232.5203509,500.8452767
47,53,107,4753107,azul oscuro,Dark Blue,тёмно-синий,Dark Blue,blau,Blue,bleu,Blue,深藍色,Navy Blue,blu scuro,Blue,푸른,Blue,暗い海色,Color dark sea,Dark Navy Blue,Blue,Cosmic Cobalt,276.503513,229.1122305
47,66,157,4766157,azul olivo,Blue Olive,синий,Blue,blau,Blue,bleu,Blue,藍色,Blue,j,Blue Dark,청색,Blue,青い,Blue,Deep Smoky Blue,Blue,Iowa Blue,234.8191011,201.5521601
48,100,46,4810046,verde oscuro,Dark Green,Зелёный,Green,grün,Green,vert,Green,绿色,Green,verde,Dark Green,진녹색,Dark green,深緑,Dark green,Robin Hood Green,Green,Hunter Green,275.4208787,335.2718005
48,10,136,4810136,azul,Blue,фиолетовый,Violet,dunkel blau,Dark Blue,bleu,Blue,蓝色,Blue,blu,Blue,보라색,Purple,深海色,Deep-sea color,Vibrant Purple,Purple,Purple Blue,291.1313394,189.6722692
48,197,51,4819751,verde,Green,изумрудный,Emerald,grün,Green,vert,Green,綠色,Green,verde,Green,녹색,Green,緑,Green,Guacamole Green,Green,Bright Green,243.8559204,410.6307593
48,84,138,4884138,azul,Blue,синий,Blue,stahlblau,Steel Blue,bleu,Blue,蓝色,Blue,blu,Blue,군청색,Ultramarine,青,Blue,Light Navy Blue,Blue,Evening Blue,238.9738,220.5577433
48,86,191,4886191,azul marino,Navy Blue,синий,Blue,blau,Blue,Bleu soutenu,Deep Blue,藍色,Blue,blu,Blue,파랑,Blue,ウィンター・ブルー,Winter Blue,Dark Water Blue,Blue,Really Blue,216.3816517,173.1350612
49,10,120,4910120,morado,Purple,темно-синий,Dark Blue,lila,Purple,bleu,Blue,紫色,Purple,blu scuro,Navy Blue,보라색,Purple,紫,Purple,Bright Purple Blue,Violet,Night Blue,309.1918811,206.2132285
49,12,120,4912120,azul,Blue,слива,Plum,dunkelviolett,Dark Purple,bleu,Blue,藍色,Blue,blu,Purple,짙은보라색,Deep purple,藍,Indigo,Modest Midnight,Purple,Dark Purple,302.3107521,209.9688903
49,148,50,4914850,verde,Green,зеленый,Green,dunkelgrün,Dark Green,vert,Green,绿色,Green,verde oliva,Green,녹색,Green,スプリンググリーン,Spring Green,New York Jets Green,Warm Green,Warm Green,250.530956,360.559405
49,222,14,4922214,VERDE MANZANA,Green Apple,салатовый,Green,grasgrün,Grass Green,vert,Green,綠色,Green,verde,Green,초록색,Green,ライム,Lime,Hot Spring Green,Green,Rainbow Green,252.1483115,461.8795597
49,253,46,4925346,verde claro,Light Green,салатовый,Green,grün,Green,vert,Green,绿色,Green,verde,Green,형광 연두색,Green fluorescence,緑,Green,Highlighter Green,Mint,Springy Green,198.5890614,508.6014808
49,87,105,4987105,azul pastel,Pastel Blue,сине-серый,Blue-Gray,graublau,Gray-Blue,bleu foncé,Dark Blue,蓝色,Blue,Azzuro notte,Blue,탁한파랑색,Cloudy blue,濃い青,Dark Blue,Dirty Blue Green,Navy Blue,Navy Blue,248.6039895,253.2691364
49,99,141,4999141,azul seco,Dry Blue,грязно-небесный,Dirty Sky,blaugrau,Blue-Gray,bleu mat,Matt Blue,藍色,Blue,bleu scuro,Dark Blue,파랑색,Blue,ダークブルー,Dark Blue,Dark Southwestern Blue,Blue,Deep Midnight,225.2144042,238.1771261
50,122,51,5012251,verde,Green,зеленый,Green,dunkelgrün,Dark Green,vert bouteille,Bottle Green,绿色,Green,verde,Green,녹색,Green,深緑,Dark green,Christmas Green,Green,Dark Green,264.7232537,354.0383494
50,142,14,5014214,verde yerba,Green Grass,зеленый,Green,grasgrün,Grass Green,VERT,"<Condition Percentage = ""0000""> Green </Condition>",绿色,Green,verde,Green,녹색,Green,パロット・グリーン,Green Parrot,Foraging Green,Green,Country Green,300.096569,374.2036659
50,18,141,5018141,azul oscuro,Dark Blue,темно-синий,Dark Blue,Dunkelblau,Dark Blue,bleu nuit,Midnight Blue,藍色,Blue,VIOLA SCURO,Blue,푸른,Blue,青紫,Blue-violet,Light Navy Blue,Blue,True Blue,287.8194013,184.3801097
50,190,32,5019032,verde limon,Lime Green,Зеленый,Green,grün,Green,vert pomme plus foncer,More Darker Green Apple,綠,Green,verde,Green,녹색,Green,緑,Green,Baseball Diamond Green,Green,Emerald Green,264.6957754,418.399364
50,204,50,5020450,verde,Green,зеленый,Green,laubgrün,Leaf Green,vert,Green,鲜绿色,Bright Green,verde brillante,Bright Green,녹색,Green,緑,Green,Electric Green,Green,Bright Green,238.7526321,417.2024482
50,239,43,5023943,verde,Green,ярко-зеленый,Bright Green,grün,Green,vert lime,Lime Green,青绿色,Green,verde,Green,초록색,Green,ネオングリーン,Neon green,Fluorescent Green,Lime,Electric Lime,219.3277692,492.0512696
50,251,27,5025127,verde,Green,Зеленый,Green,grell grün,Bright Green,vert,Green,綠,Green,verde,Green,연두색,Green,明るいみどり,Bright green,Brightest Green,Lime,Raiders Green,218.6463295,509.1085302
50,63,222,5063222,azul,Blue,синий,Blue,blau,Blue,bleu,Blue,蓝色,Blue,blu,Blue,파랑,Blue,青,Blue,Bright Royal Blue,Blue,Deep Sea Blue,218.9155184,135.2767663
51,130,94,5113094,color verde agua oscuro,Dark Green Water,темно-зеленый,Dark Green,dunkelgrün,Dark Green,vert,Green,海绿色,Sea Green,verde oliva,Dark Green,옥색,Turquoise,緑,Green,Rich Muted Green,Green,Green,235.8376433,319.0155289
51,205,70,5120570,verde,Green,Зеленый,Green,grün,Green,vert,Green,綠色,Green,verde acceso,Bright Green,녹색,Green,アイビー,Ivy,Later Alligator,Green,Bright Green,219.0000196,413.2031274
51,221,20,5122120,color verde,Green,Зеленый,Green,grün,Green,vert,Green,綠色,Green,verde,Green,초록색,Green,緑,Green,Brilliant Green,Lime,Bright Green,254.3482108,468.9717765
51,50,221,5150221,color azul oscuro,Dark Blue,ярко-синий,Bright Blue,blau,Blue,bleu,Blue,蓝,Blue,blu,Blue,청색,Blue,青色,Blue,Deep Bright Blue,Sea,Bright Blue,210.0601768,124.6254906
5,154,244,5154244,azul,Blue,голубой,Azure,hellblau,Light Blue,bleu ciel,Blue Sky,藍色,Blue,azzurro,Blue,파랑,Blue,青,Blue,Clear Blue Sky,Blue,Cerulean Blue,125.9131085,193.2166582
5,164,122,5164122,verde,Green,зеленый,Green,Türkis,Turquoise,bleu-vert,Blue-Green,綠色,Green,blu pallido,Green,녹색,Green,エメラルドグリーン,Emerald green,Undersea Green,Jade,Queasy Green,196.0105566,304.9760357
51,65,106,5165106,color azul oscuro,Dark Blue,темно-синий,Dark Blue,marineblau,Navy Blue,bleu marine,Navy Blue,深蓝色,Navy Blue,blu scuro alternativo,Dark Blue Alternate,하늘색,Sky blue,濃紺,Dark blue,Dark Blue Shade,Navy,Storm Blue,267.6699866,237.6885111
51,65,133,5165133,azul oscuro,Dark Blue,синий,Blue,dunkelblau,Dark Blue,bleu foncé,Dark Blue,灰蓝色,Gray And Blue,blu,Blue,파란색,Blue,青い,Blue,Dark Country Blue,Blue,Marine Blue,253.3864695,217.4403235
5,180,204,5180204,celeste fuerte,Strong Blue,голубой,Azure,dunkeltürkis,Dark Turquoise,bleu,Blue,浅蓝色,Light Blue,h,Blue,청색,Blue,シーブルー,Blue Sea,Medium Turquoise,Blue,Medium Aqua,155.6038683,248.3857073
5,187,245,5187245,azul,Blue,голубой,Azure,azur,Azure,bleu ciel,Blue Sky,蓝色,Blue,celeste,Blue,하늘색,Sky blue,空色,Azure,Bright Baby Blue,Sky,Spirited Blue,102.3708387,193.2449455
5,195,105,5195105,verde,Green,зеленый,Green,flaschengrün,Bottle Green,vert poire,Green Pear,綠色,Green,verde,Green,녹색,Green,淡いみどり,Pale green,Medium Bright Teal Green,Green,Medium Green,182.6822254,359.7590893
5,197,253,5197253,Azul mediterraneo,Mediterranean Blue,море,Sea,Hellblau,Light Blue,bleu ciel,Blue Sky,蓝色,Blue,azzurro,Blue,약간 형광기가 있는 하늘색,In a little blue fluorescent GB,青,Blue,Summer Sky Blue,Sky,Spirited Blue,91.3910498,198.1127287
5,202,253,5202253,azul,Blue,лазурный,Blue,hellblau,Light Blue,bleu,Blue,蓝,Blue,celeste,Heavenly,청색,Blue,明るい水色,Bright blue,Mediium Turquoise,Sky,Spirited Blue,85.7926144,212.9576845
52,112,71,5211271,verde,Green,Зеленый,Green,dunkelgrün,Dark Green,vert,Green,密绿色,Dense Green,verde,Green,녹색,Green,ダークグリーン,Dark Green,Deep Spearmint,Green,Forest Green,242.8419984,315.2924824
5,213,196,5213196,turqueza,Turquoise,ярко-бирюзовый,Bright Turquoise,Hellblau,Light Blue,aigue-marine,Aquamarine,天蓝,Azure,verde acqua marina,Green Sea Water,하늘색,Sky blue,水色,Light blue,Carribean Dreams,Aqua,Blue Teal,114.1216785,302.5800691
52,166,47,5216647,Verde,Green,зеленый,Green,dunkelgrasgrün,Dark Green Grass,vert foncé,Dark Green:,绿色富士,Green Fuji,verde,Green,녹색,Green,緑,Green,Medium Light Green,Green,Lettuce Green,247.8804055,385.3436677
52,166,80,5216680,verde,Green,ярко зеленый,Bright Green,Seegrün,Sea Green,vert,Green,綠色,Green,verde,Green,녹색,Green,緑色,Green,Wintergreen Green,Green,Deep Green,230.8785562,365.8177745
52,193,58,5219358,verde,Green,зеленый,Green,grün,Green,vert,Green,绿色,Green,verde,Thin Green,녹색,Green,緑,Green,Popsicle Green,Grass,Bright Green,240.7185701,403.2854365
52,199,71,5219971,verde limon,Lime Green,салатовый,Green,grün,Green,vert,Green,綠色,Green,verde,Green,녹색,Green,緑,Green,Leapfrog Green,Grass,Bright Green,226.4384834,402.2513392
52,207,49,5220749,Verde,Green,Зеленый,Green,grün,Green,vert,Green,綠色,Green,verde,Deep Olive Green,연두색,Green,みどり,Green,Flouresent Light Green,Green,Bright Green,239.4522211,422.8783988
52,240,15,5224015,VERDE MANZANA,Green Apple,Ярко-зеленый,Bright Green,grasgrün,Grass Green,vert,Green,绿色,Green,verde,Green,밝은 녹색,Bright green,緑,Green,Greatest Green,Lime,Bright Green,239.2031463,505.6322432
52,245,54,5224554,verde fosforescente,Fluorescent Green,салатовый,Green,grasgrün,Grass Green,vert,Green,绿,Green,verde,Green,녹색,Green,緑,Green,Florescent Green,Green,Bright Green,193.9093151,492.8226375
52,254,98,5225498,verde,Green,ярко-салатовый,Bright Green,grün,Green,vert,Green,鈷綠,Cobalt Green,verde,Green,연두색,Green,明るいグリーン,Bright green,Neon Light Green,Green,Bright Green,157.7526617,470.7573903
52,43,225,5243225,azul,Blue,ярко синий,Bright Blue,blau,Blue,bleu,Blue,青色,Blue,blu,Blue,파랑,Blue,ぐんじょういろ,Ultramarine,Midnight Moon Blue,Blue,Royal Peacock,218.2406072,108.778423
5,249,254,5249254,celeste,Celestial,светло-голубой,Light Blue,Türkis,Turquoise,bleu ciel,Blue Sky,天藍色,Sky Blue,azzurro,Blue,밝은 파랑,Bright blue,ネオンブルー,Blue neon,Electric Sea Breeze,Blue,Jamaican Sea,79.3458524,260.3566136
52,99,136,5299136,azul,Blue,синий,Blue,blau,Blue,bleu,Blue,藍色,Blue,azzurro,Blue,푸른,Blue,くらい青い,About blue,Sophisticated Blue,Blue,Uniform Blue,224.6863934,250.888459
53,187,24,5318724,verde mexicano,Mexican Green,зеленый,Green,grasgrün,Grass Green,vert,Green,绿,Green,verde,Green,초록색,Green,緑,Green,Dark Sea Green,Green,Bright Green,262.0877594,403.0645946
53,212,72,5321272,verde,Green,светло-зеленый,Light Green,limette,Lime,vert,Green,绿色,Green,verde,Green,녹색,Green,淡い緑,Pale green,Electric Green,Lime,Basilic Green,211.8202105,425.7907596
53,225,88,5322588,verde amarillo,Yellow Green,светло-зеленый,Light Green,grün,Green,vert,Green,蔥綠,Light Green,verde,Earth Green,초록색,Green,みどり,Green,Neon Light Green,Green,Bright Green,196.8242369,429.3017739
53,254,75,5325475,verde brillante,Bright Green,ярко-салатовый,Bright Green,Helles-Rasengrün,Bright Green Grass-,vert,Green,若緑,If The Green,verde,Green,밝은 녹색,Bright green,草原色,Grassland color,Bright Key Lime Green,Mint,Bright Green,167.4703021,490.7359774
53,39,161,5339161,azul,Blue,темно-синий,Dark Blue,Blau,Blue,bleu,Blue,紫蓝色,Purple And Blue,blu,Blue,푸른,Blue,紫ぽいブルー,Blue purple dumping,Dark Real Blue,Blue,Bright Blue,264.8377591,178.9313434
53,46,106,5346106,azul,Blue,темно-синий,Dark Blue,dunkelblau,Dark Blue,BLEU MARINE,Navy Blue,蓝色,Blue,blu,Blue,진한 보라색,Deep Purple,藍色,Indigo,Another Midnight Blue,Dark Blue,Cosmic Cobalt,282.8431711,218.3200991
53,65,166,5365166,color azul oscuro,Dark Blue,синий,Blue,mattblau,Matt Blue,bleu,Blue,彩蓝色,Color Blue,azzurro,Blue,푸른,Blue,青い,Blue,Cornflower Blue,Blue,Royal Blue,228.8472714,191.7715704
53,84,161,5384161,azul me gusta,I Like Blue,тупой темно-синий,Dull Dark Blue,stahlblau,Steel Blue,bleu,Blue,深藍色,Navy Blue,azzurro,Blue,청색,Blue,ダーク青色,Dark blue,Swimming Pool Blue,Blue,Deep Blue,227.3953874,205.1399113
53,93,106,5393106,azul verdoso,Blue-Green,Синий,Blue,dunkelblau,Dark Blue,gris,Gray,墨綠色,Dark Green,teal,Teal,파란색,Blue,青,Blue,Dark Gray Blue,Blue Grey,Navy Blue,246.5311324,264.7322532
53,97,180,5397180,azul oscuro,Dark Blue,темно синий,Dark Blue,blau,Blue,bleu,Blue,蓝色,Blue,blu,Blue,파랑,Blue,青,Blue,Not As Shaded Blue,Blue,Arctic Ocean,210.5145921,191.438858
54,12,228,5412228,azul brillante,Bright Blue,Синий,Blue,Blau,Blue,bleu marine,Navy Blue,加勒比蓝,Caribbean Blue,Blu,Blue,파란색,Blue,青い,Blue,Deep Royal Blue,Blue,Bright Blue,237.4271341,111.4384108
